Intern L1;Intern L2;Intern ID;Ensiffrig SNI;Tvåsiffrig SNI;Tresiffrig SNI;Fyrsiffrig SNI;Femsiffrig SNI
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;K Finans- och försäkringsverksamhet;66. Stödtjänster till finansiella tjänster och försäkring;66.2 Stödtjänster till försäkrings- och pensionsfondsverksamhet;66.21 Risk- och skadebedömning;66.210 Risk- och skadebedömning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;K Finans- och försäkringsverksamhet;66. Stödtjänster till finansiella tjänster och försäkring;66.2 Stödtjänster till försäkrings- och pensionsfondsverksamhet;66.22 Verksamhet utförd av försäkringsombud och försäkringsmäklare;66.220 Verksamhet utförd av försäkringsombud och försäkringsmäklare
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;K Finans- och försäkringsverksamhet;66. Stödtjänster till finansiella tjänster och försäkring;66.2 Stödtjänster till försäkrings- och pensionsfondsverksamhet;66.29 Andra stödtjänster till försäkring och pensionsfondsverksamhet;66.290 Andra stödtjänster till försäkring och pensionsfondsverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;K Finans- och försäkringsverksamhet;66. Stödtjänster till finansiella tjänster och försäkring;66.3 Fondförvaltning;66.30 Fondförvaltning;66.301 Förvaltning av investeringsfonder
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;K Finans- och försäkringsverksamhet;66. Stödtjänster till finansiella tjänster och försäkring;66.3 Fondförvaltning;66.30 Fondförvaltning;66.309 Annan fondförvaltning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.1 Handel med egna fastigheter;68.10 Handel med egna fastigheter;68.100 Handel med egna fastigheter
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.2 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.20 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.201 Uthyrning och förvaltning av egna eller arrenderade bostäder
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.2 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.20 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.2 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.20 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.2 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.20 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.204 Förvaltning i bostadsrättsföreningar
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.2 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.20 Uthyrning och förvaltning av egna eller arrenderade fastigheter;68.209 Övrig förvaltning av egna eller arrenderade fastigheter
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.3 Fastighetsförmedling och fastighetsförvaltning på uppdrag;68.31 Fastighetsförmedling;68.310 Fastighetsförmedling
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;L Fastighetsverksamhet;68. Fastighetsverksamhet;68.3 Fastighetsförmedling och fastighetsförvaltning på uppdrag;68.32 Fastighetsförvaltning på uppdrag;68.320 Fastighetsförvaltning på uppdrag
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;69. Juridisk och ekonomisk konsultverksamhet;69.1 Juridisk verksamhet;69.10 Juridisk verksamhet;69.101 Advokatbyråverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;69. Juridisk och ekonomisk konsultverksamhet;69.1 Juridisk verksamhet;69.10 Juridisk verksamhet;69.102 Juridiska byråers verksamhet m.m.
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;69. Juridisk och ekonomisk konsultverksamhet;69.1 Juridisk verksamhet;69.10 Juridisk verksamhet;69.103 Patentbyråverksamhet m.m.
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;69. Juridisk och ekonomisk konsultverksamhet;69.2 Redovisning och bokföring, revision, skatterådgivning;69.20 Redovisning och bokföring, revision, skatterådgivning;69.201 Redovisning och bokföring
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;69. Juridisk och ekonomisk konsultverksamhet;69.2 Redovisning och bokföring, revision, skatterådgivning;69.20 Redovisning och bokföring, revision, skatterådgivning;69.202 Revision
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;69. Juridisk och ekonomisk konsultverksamhet;69.2 Redovisning och bokföring, revision, skatterådgivning;69.20 Redovisning och bokföring, revision, skatterådgivning;69.203 Skatterådgivning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"70. Verksamheter som utövas av huvudkontor; konsulttjänster till företag";70.1 Verksamheter som utövas av huvudkontor;70.10 Verksamheter som utövas av huvudkontor;70.100 Verksamheter som utövas av huvudkontor
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"70. Verksamheter som utövas av huvudkontor; konsulttjänster till företag";70.2 Konsulttjänster till företag;70.21 PR och kommunikation;70.210 PR och kommunikation
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"70. Verksamheter som utövas av huvudkontor; konsulttjänster till företag";70.2 Konsulttjänster till företag;70.22 Konsultverksamhet avseende företags organisation;70.220 Konsultverksamhet avseende företags organisation
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.1 Arkitekt- och teknisk konsultverksamhet o.d.;71.11 Arkitektverksamhet;71.110 Arkitektverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.1 Arkitekt- och teknisk konsultverksamhet o.d.;71.12 Teknisk konsultverksamhet o.d.;71.121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.1 Arkitekt- och teknisk konsultverksamhet o.d.;71.12 Teknisk konsultverksamhet o.d.;71.122 Teknisk konsultverksamhet inom industriteknik
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.1 Arkitekt- och teknisk konsultverksamhet o.d.;71.12 Teknisk konsultverksamhet o.d.;71.123 Teknisk konsultverksamhet inom elteknik
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.1 Arkitekt- och teknisk konsultverksamhet o.d.;71.12 Teknisk konsultverksamhet o.d.;71.124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.1 Arkitekt- och teknisk konsultverksamhet o.d.;71.12 Teknisk konsultverksamhet o.d.;71.129 Övrig teknisk konsultverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;"71. Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys";71.2 Teknisk provning och analys;71.20 Teknisk provning och analys;71.200 Teknisk provning och analys
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;72. Vetenskaplig forskning och utveckling;72.1 Naturvetenskaplig och teknisk forskning och utveckling;72.11 Bioteknisk forskning och utveckling;72.110 Bioteknisk forskning och utveckling
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;72. Vetenskaplig forskning och utveckling;72.1 Naturvetenskaplig och teknisk forskning och utveckling;72.19 Annan naturvetenskaplig och teknisk forskning och utveckling;72.190 Annan naturvetenskaplig och teknisk forskning och utveckling
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;72. Vetenskaplig forskning och utveckling;72.2 Samhällsvetenskaplig och humanistisk forskning och utveckling;72.20 Samhällsvetenskaplig och humanistisk forskning och utveckling;72.200 Samhällsvetenskaplig och humanistisk forskning och utveckling
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;73. Reklam och marknadsundersökning;73.1 Reklamverksamhet;73.11 Reklambyråverksamhet o.d.;73.111 Reklambyråverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;73. Reklam och marknadsundersökning;73.1 Reklamverksamhet;73.11 Reklambyråverksamhet o.d.;73.112 Direktreklamverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;73. Reklam och marknadsundersökning;73.1 Reklamverksamhet;73.11 Reklambyråverksamhet o.d.;73.119 Övrig reklamverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;73. Reklam och marknadsundersökning;73.1 Reklamverksamhet;73.12 Mediebyråverksamhet och annonsförsäljning;73.120 Mediebyråverksamhet och annonsförsäljning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;73. Reklam och marknadsundersökning;73.2 Marknads- och opinionsundersökning;73.20 Marknads- och opinionsundersökning;73.200 Marknads- och opinionsundersökning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.1 Specialiserad designverksamhet;74.10 Specialiserad designverksamhet;74.101 Industri- och produktdesignverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.1 Specialiserad designverksamhet;74.10 Specialiserad designverksamhet;74.102 Grafisk designverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.1 Specialiserad designverksamhet;74.10 Specialiserad designverksamhet;74.103 Inredningsarkitektverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.2 Fotoverksamhet;74.20 Fotoverksamhet;74.201 Porträttfotoverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.2 Fotoverksamhet;74.20 Fotoverksamhet;74.202 Reklamfotoverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.2 Fotoverksamhet;74.20 Fotoverksamhet;74.203 Press- och övrig fotografverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.2 Fotoverksamhet;74.20 Fotoverksamhet;74.204 Fotolaboratorieverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.3 Översättning och tolkning;74.30 Översättning och tolkning;74.300 Översättning och tolkning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;74. Annan verksamhet inom juridik, ekonomi, vetenskap och teknik;74.9 Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik;74.90 Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik;74.900 Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;M Verksamhet inom juridik, ekonomi, vetenskap och teknik;75. Veterinärverksamhet;75.0 Veterinärverksamhet;75.00 Veterinärverksamhet;75.000 Veterinärverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.1 Uthyrning och leasing av motorfordon;77.11 Uthyrning och leasing av personbilar och lätta motorfordon;77.110 Uthyrning och leasing av personbilar och lätta motorfordon
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.1 Uthyrning och leasing av motorfordon;77.12 Uthyrning och leasing av lastbilar och andra tunga motorfordon;77.120 Uthyrning och leasing av lastbilar och andra tunga motorfordon
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.2 Uthyrning och leasing av hushållsartiklar och varor för personligt bruk;77.21 Uthyrning och leasing av fritids- och sportutrustning;77.210 Uthyrning och leasing av fritids- och sportutrustning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.2 Uthyrning och leasing av hushållsartiklar och varor för personligt bruk;77.22 Uthyrning av videokassetter och dvd-skivor;77.220 Uthyrning av videokassetter och dvd-skivor
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.2 Uthyrning och leasing av hushållsartiklar och varor för personligt bruk;77.29 Uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk;77.290 Uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.3 Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar;77.31 Uthyrning och leasing av jordbruksmaskiner och jordbruksredskap;77.310 Uthyrning och leasing av jordbruksmaskiner och jordbruksredskap
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.3 Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar;77.32 Uthyrning och leasing av bygg- och anläggningsmaskiner;77.320 Uthyrning och leasing av bygg- och anläggningsmaskiner
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.3 Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar;77.33 Uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer);77.330 Uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.3 Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar;77.34 Uthyrning och leasing av fartyg och båtar;77.340 Uthyrning och leasing av fartyg och båtar
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.3 Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar;77.35 Uthyrning och leasing av flygplan;77.350 Uthyrning och leasing av flygplan
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.3 Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar;77.39 Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar;77.390 Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;77. Uthyrning och leasing;77.4 Leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk;77.40 Leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk;77.400 Leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;78. Arbetsförmedling, bemanning och andra personalrelaterade tjänster;78.1 Arbetsförmedling och rekrytering;78.10 Arbetsförmedling och rekrytering;78.100 Arbetsförmedling och rekrytering
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;78. Arbetsförmedling, bemanning och andra personalrelaterade tjänster;78.2 Personaluthyrning;78.20 Personaluthyrning;78.200 Personaluthyrning
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;78. Arbetsförmedling, bemanning och andra personalrelaterade tjänster;78.3 Övrigt tillhandahållande av personalfunktioner;78.30 Övrigt tillhandahållande av personalfunktioner;78.300 Övrigt tillhandahållande av personalfunktioner
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;79. Resebyrå- och researrangörsverksamhet och andra resetjänster och relaterade tjänster;79.1 Resetjänster;79.11 Resebyråverksamhet;79.110 Resebyråverksamhet
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;79. Resebyrå- och researrangörsverksamhet och andra resetjänster och relaterade tjänster;79.1 Resetjänster;79.12 Researrangemang;79.120 Researrangemang
10. IT och professionella tjänster;10.1 Övrig IT & professionella tjänster;42;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;79. Resebyrå- och researrangörsverksamhet och andra resetjänster och relaterade tjänster;79.9 Turist- och bokningsservice;79.90 Turist- och bokningsservice;79.900 Turist- och bokningsservice
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;80. Säkerhets- och bevakningsverksamhet;80.1 Säkerhetsverksamhet;80.10 Säkerhetsverksamhet;80.100 Säkerhetsverksamhet
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;80. Säkerhets- och bevakningsverksamhet;80.2 Säkerhetssystemtjänster;80.20 Säkerhetssystemtjänster;80.200 Säkerhetssystemtjänster
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;80. Säkerhets- och bevakningsverksamhet;80.3 Spanings- och detektivverksamhet;80.30 Spanings- och detektivverksamhet;80.300 Spanings- och detektivverksamhet
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;81. Fastighetsservice samt skötsel och underhåll av grönytor;81.1 Fastighetsrelaterade stödtjänster;81.10 Fastighetsrelaterade stödtjänster;81.100 Fastighetsrelaterade stödtjänster
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;81. Fastighetsservice samt skötsel och underhåll av grönytor;81.2 Rengöring och lokalvård;81.21 Lokalvård;81.210 Lokalvård
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;81. Fastighetsservice samt skötsel och underhåll av grönytor;81.2 Rengöring och lokalvård;81.22 Rengöring och sotning av byggnader;81.221 Rengöring av byggnader
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;81. Fastighetsservice samt skötsel och underhåll av grönytor;81.2 Rengöring och lokalvård;81.22 Rengöring och sotning av byggnader;81.222 Skorstensfejarverksamhet
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;81. Fastighetsservice samt skötsel och underhåll av grönytor;81.2 Rengöring och lokalvård;81.29 Annan rengöring;81.290 Annan rengöring
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;81. Fastighetsservice samt skötsel och underhåll av grönytor;81.3 Skötsel och underhåll av grönytor;81.30 Skötsel och underhåll av grönytor;81.300 Skötsel och underhåll av grönytor
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.1 Kontorstjänster;82.11 Kombinerade kontorstjänster;82.110 Kombinerade kontorstjänster
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.1 Kontorstjänster;82.19 Kopiering, dokumentsammanställning och andra specialiserade kontorstjänster;82.190 Kopiering, dokumentsammanställning och andra specialiserade kontorstjänster
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.2 Callcenterverksamhet;82.20 Callcenterverksamhet;82.200 Callcenterverksamhet
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.3 Arrangemang av kongresser och mässor;82.30 Arrangemang av kongresser och mässor;82.300 Arrangemang av kongresser och mässor
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.9 Andra företagstjänster;82.91 Inkassoföretags och kreditupplysningsföretags verksamhet;82.910 Inkassoföretags och kreditupplysningsföretags verksamhet
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.9 Andra företagstjänster;82.92 Förpackningsverksamhet;82.920 Förpackningsverksamhet
11. Säkerhet & skötsel;11.1 Övrig Säkerhet & skötsel;43;N Uthyrning, fastighetsservice, resetjänster och andra stödtjänster;82. Kontorstjänster och andra företagstjänster;82.9 Andra företagstjänster;82.99 Övriga företagstjänster;82.990 Övriga företagstjänster
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.11 Övergripande offentlig förvaltning;84.111 Stats- och kommunledning, lagstiftning och övergripande planering
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.11 Övergripande offentlig förvaltning;84.112 Inspektion, kontroll, tillståndsgivning
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.11 Övergripande offentlig förvaltning;84.113 Skatteförvaltning, indrivning
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.11 Övergripande offentlig förvaltning;84.114 Samhällelig informationsförsörjning
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.11 Övergripande offentlig förvaltning;84.115 Personalförvaltning och andra allmänna stödtjänster
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.12 Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice;84.121 Administration av grundskole- och gymnasieskoleutbildning
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.12 Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice;84.122 Administration av universitets- och högskoleutbildning samt forskning
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.12 Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice;84.123 Administration av hälso- och sjukvård
12. Offentlig förvaltning;12.1 Övrig Offentlig förvaltning;44;"O Offentlig förvaltning och försvar; obligatorisk socialförsäkring";"84. Offentlig förvaltning och försvar;  obligatorisk socialförsäkring";84.1 Offentlig förvaltning;84.12 Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice;84.124 Administration av omsorg och socialtjänst
